epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,3373.27,1.32946,1.3429,0.01744,0.63568,0.40595,0.43587,0.26585,1.46392,1.73725,0.0282,0.0088318,0.0088318,0.0088318
61,3408.99,1.30308,1.30182,0.01751,0.74246,0.43306,0.51725,0.34176,1.36093,1.44805,0.02564,0.008812,0.008812,0.008812
62,3444.7,1.31977,1.33583,0.01744,0.6928,0.41787,0.49407,0.3013,1.33022,1.44022,0.02459,0.0087922,0.0087922,0.0087922
63,3480.59,1.33117,1.34415,0.01726,0.61091,0.44533,0.43702,0.28502,1.3277,1.72787,0.02516,0.0087724,0.0087724,0.0087724
64,3516.39,1.29947,1.30668,0.0172,0.6671,0.42594,0.46189,0.29255,1.38246,1.51356,0.0256,0.0087526,0.0087526,0.0087526
65,3551.83,1.29729,1.34233,0.01718,0.62622,0.40688,0.42464,0.28558,1.29901,1.67717,0.02362,0.0087328,0.0087328,0.0087328
66,3587.59,1.30702,1.29468,0.0175,0.7302,0.45476,0.53022,0.33678,1.32076,1.51628,0.02445,0.008713,0.008713,0.008713
67,3623.25,1.32124,1.2985,0.01702,0.64572,0.45859,0.51018,0.31809,1.28513,1.46929,0.02402,0.0086932,0.0086932,0.0086932
68,3659.19,1.31557,1.28668,0.01707,0.69173,0.47489,0.50906,0.32131,1.43402,1.35059,0.02728,0.0086734,0.0086734,0.0086734
69,3695.32,1.29353,1.25313,0.01729,0.59565,0.43735,0.51948,0.30931,1.38332,1.5154,0.02626,0.0086536,0.0086536,0.0086536
70,3731.06,1.2735,1.24608,0.01662,0.68247,0.45206,0.49947,0.33076,1.30313,1.45276,0.02365,0.0086338,0.0086338,0.0086338
71,3766.64,1.25525,1.21306,0.01679,0.70234,0.44274,0.55267,0.35664,1.26724,1.50867,0.02394,0.008614,0.008614,0.008614
72,3802.23,1.27604,1.23535,0.01677,0.6283,0.42637,0.46324,0.28201,1.46214,1.6178,0.02796,0.0085942,0.0085942,0.0085942
73,3837.88,1.26045,1.24023,0.01654,0.70569,0.42505,0.52917,0.33967,1.28322,1.40351,0.0239,0.0085744,0.0085744,0.0085744
74,3873.45,1.24485,1.20621,0.01617,0.45567,0.53593,0.50279,0.32786,1.32154,1.58139,0.02452,0.0085546,0.0085546,0.0085546
75,3908.91,1.24652,1.21464,0.01648,0.68345,0.44773,0.49734,0.32823,1.34249,1.67669,0.02489,0.0085348,0.0085348,0.0085348
76,3944.85,1.27195,1.19916,0.01704,0.70764,0.47743,0.5384,0.35968,1.25414,1.38147,0.02386,0.008515,0.008515,0.008515
77,3980.74,1.28036,1.23354,0.01712,0.60793,0.31449,0.3611,0.22634,1.64437,2.19085,0.03243,0.0084952,0.0084952,0.0084952
78,4016.48,1.25837,1.21345,0.01656,0.70541,0.47229,0.52718,0.35363,1.27865,1.35924,0.02319,0.0084754,0.0084754,0.0084754
79,4052.26,1.26089,1.21477,0.0168,0.74464,0.41102,0.54301,0.33989,1.34892,1.53147,0.0249,0.0084556,0.0084556,0.0084556
80,4088.09,1.2483,1.21382,0.0162,0.75408,0.46296,0.5631,0.37344,1.23316,1.29134,0.02247,0.0084358,0.0084358,0.0084358
81,4124.01,1.23512,1.17395,0.01641,0.67122,0.43893,0.49,0.30936,1.47975,1.44199,0.02907,0.008416,0.008416,0.008416
82,4160.01,1.23804,1.16706,0.01632,0.67041,0.49571,0.53031,0.34886,1.35339,1.31594,0.02487,0.0083962,0.0083962,0.0083962
83,4195.67,1.24591,1.16027,0.01705,0.69098,0.47635,0.5304,0.3485,1.30371,1.42165,0.02359,0.0083764,0.0083764,0.0083764
84,4231.3,1.24307,1.21325,0.01635,0.78226,0.41916,0.54691,0.37785,1.2697,1.3931,0.02291,0.0083566,0.0083566,0.0083566
85,4267,1.23168,1.14818,0.01612,0.65658,0.41676,0.44641,0.27999,1.37138,1.46582,0.02542,0.0083368,0.0083368,0.0083368
86,4302.6,1.26018,1.2001,0.01645,0.71688,0.44575,0.49316,0.33232,1.30313,1.40706,0.02433,0.008317,0.008317,0.008317
87,4338.22,1.22771,1.17238,0.01611,0.48293,0.60762,0.54934,0.35284,1.25867,1.35231,0.02301,0.0082972,0.0082972,0.0082972
88,4374.1,1.2292,1.14819,0.01579,0.74907,0.43721,0.52384,0.35643,1.30646,1.35946,0.02377,0.0082774,0.0082774,0.0082774
89,4410.12,1.22737,1.12837,0.01604,0.72932,0.48891,0.54728,0.35264,1.39737,1.36002,0.02536,0.0082576,0.0082576,0.0082576
90,4445.68,1.21465,1.16405,0.01635,0.74186,0.50267,0.5743,0.39065,1.25617,1.15476,0.02291,0.0082378,0.0082378,0.0082378
91,4481.56,1.22087,1.14024,0.01567,0.69907,0.50966,0.55206,0.38181,1.24569,1.22627,0.02286,0.008218,0.008218,0.008218
92,4517.3,1.2131,1.11879,0.01568,0.74168,0.46131,0.53458,0.36425,1.31658,1.28613,0.02365,0.0081982,0.0081982,0.0081982
93,4553.02,1.22824,1.13314,0.01625,0.77137,0.50059,0.59819,0.38,1.28452,1.27008,0.02335,0.0081784,0.0081784,0.0081784
94,4588.64,1.2374,1.12849,0.01623,0.5657,0.63091,0.60117,0.3929,1.25432,1.20688,0.0232,0.0081586,0.0081586,0.0081586
95,4624.28,1.22596,1.10998,0.01583,0.68999,0.4925,0.52702,0.34848,1.28704,1.38013,0.02302,0.0081388,0.0081388,0.0081388
96,4660.01,1.20836,1.11272,0.016,0.58427,0.61866,0.58384,0.40591,1.24364,1.25311,0.02224,0.008119,0.008119,0.008119
97,4695.67,1.19686,1.07172,0.01597,0.75527,0.45123,0.54336,0.36012,1.25807,1.24324,0.02307,0.0080992,0.0080992,0.0080992
98,4731.6,1.20814,1.06386,0.01557,0.70999,0.49667,0.53547,0.36565,1.25309,1.2683,0.023,0.0080794,0.0080794,0.0080794
99,4767.5,1.19954,1.09413,0.01558,0.70883,0.5123,0.54471,0.36558,1.24169,1.26745,0.02291,0.0080596,0.0080596,0.0080596
100,4803.2,1.19,1.09883,0.01577,0.51146,0.51477,0.53595,0.36187,1.29961,1.45175,0.02378,0.0080398,0.0080398,0.0080398
101,4838.56,1.18059,1.08301,0.01522,0.66026,0.57151,0.59882,0.40376,1.22848,1.32949,0.02316,0.00802,0.00802,0.00802
102,4874.49,1.19016,1.07062,0.01534,0.59034,0.55814,0.59421,0.40487,1.29206,1.35744,0.02377,0.0080002,0.0080002,0.0080002
103,4910.36,1.19812,1.09853,0.01562,0.58331,0.56996,0.58319,0.40277,1.19579,1.18745,0.02132,0.0079804,0.0079804,0.0079804
104,4946.14,1.18831,1.07477,0.01557,0.72347,0.4666,0.52927,0.36441,1.25546,1.32705,0.02243,0.0079606,0.0079606,0.0079606
105,4981.89,1.18961,1.07417,0.01552,0.78575,0.49452,0.59004,0.40967,1.16091,1.19558,0.02029,0.0079408,0.0079408,0.0079408
106,5017.36,1.14694,1.01988,0.01488,0.50682,0.58735,0.5609,0.38032,1.27895,1.32184,0.02374,0.007921,0.007921,0.007921
107,5053.02,1.2045,1.05391,0.01616,0.51954,0.55492,0.55102,0.37555,1.26196,1.35835,0.0231,0.0079012,0.0079012,0.0079012
108,5088.8,1.17365,1.04562,0.01509,0.5527,0.5484,0.58648,0.39047,1.25687,1.35943,0.0236,0.0078814,0.0078814,0.0078814
109,5124.66,1.17934,1.07003,0.0153,0.53405,0.54758,0.59483,0.3898,1.27207,1.31202,0.02299,0.0078616,0.0078616,0.0078616
110,5160.38,1.16554,1.05595,0.0149,0.45329,0.5792,0.54541,0.37139,1.25373,1.3851,0.02329,0.0078418,0.0078418,0.0078418
111,5196.36,1.17559,1.0395,0.01519,0.76179,0.52622,0.6141,0.42318,1.21266,1.18333,0.02211,0.007822,0.007822,0.007822
112,5232.19,1.15774,1.01435,0.01495,0.52267,0.5853,0.57325,0.37981,1.29083,1.41225,0.02404,0.0078022,0.0078022,0.0078022
113,5267.47,1.19566,1.0373,0.0157,0.69936,0.58419,0.61784,0.42314,1.21789,1.21189,0.02132,0.0077824,0.0077824,0.0077824
114,5303.29,1.19285,1.06197,0.01568,0.57547,0.63396,0.59979,0.4096,1.22626,1.30881,0.02237,0.0077626,0.0077626,0.0077626
115,5338.61,1.16258,1.02192,0.01521,0.77209,0.49886,0.57135,0.38389,1.30766,1.16913,0.02421,0.0077428,0.0077428,0.0077428
116,5374.33,1.16417,1.02401,0.01534,0.6276,0.60328,0.65027,0.44209,1.19753,1.12398,0.02219,0.007723,0.007723,0.007723
117,5410.05,1.16415,1.0031,0.01505,0.67917,0.54811,0.59511,0.39384,1.22943,1.31379,0.0222,0.0077032,0.0077032,0.0077032
118,5445.83,1.15498,1.01069,0.01532,0.66262,0.56681,0.56869,0.37918,1.24605,1.24163,0.02294,0.0076834,0.0076834,0.0076834
119,5481.65,1.15136,0.98001,0.01506,0.70026,0.53017,0.60338,0.42181,1.18099,1.27166,0.02203,0.0076636,0.0076636,0.0076636
120,5517.5,1.13073,1.00723,0.01457,0.53454,0.53478,0.53929,0.37201,1.22366,1.27812,0.02238,0.0076438,0.0076438,0.0076438
121,5552.83,1.14628,1.02975,0.01456,0.72047,0.57044,0.61435,0.42449,1.16537,1.31354,0.02138,0.007624,0.007624,0.007624
122,5588.34,1.13218,0.9787,0.01473,0.63855,0.54888,0.57678,0.39857,1.23199,1.58528,0.02218,0.0076042,0.0076042,0.0076042
123,5624.09,1.16832,1.03682,0.01554,0.52363,0.59245,0.56514,0.39384,1.25874,1.29917,0.02311,0.0075844,0.0075844,0.0075844
124,5659.91,1.12598,0.96111,0.01445,0.57136,0.52678,0.57219,0.37458,1.30124,1.39593,0.02442,0.0075646,0.0075646,0.0075646
125,5695.72,1.16118,0.99054,0.01477,0.52681,0.63619,0.60207,0.41897,1.18874,1.24094,0.02139,0.0075448,0.0075448,0.0075448
126,5731.13,1.14316,1.0061,0.0154,0.66454,0.54648,0.61744,0.43801,1.15862,1.28889,0.0208,0.007525,0.007525,0.007525
127,5766.99,1.1344,0.97023,0.01459,0.74083,0.54864,0.63139,0.45514,1.12325,1.17088,0.02047,0.0075052,0.0075052,0.0075052
128,5802.74,1.14145,0.99112,0.01484,0.68322,0.58693,0.62342,0.44778,1.17056,1.30072,0.02126,0.0074854,0.0074854,0.0074854
129,5838.53,1.12256,0.99003,0.01455,0.59548,0.60011,0.59759,0.42052,1.18453,1.28706,0.02116,0.0074656,0.0074656,0.0074656
130,5874.22,1.14687,0.95483,0.01478,0.62871,0.5619,0.62799,0.44355,1.22718,1.21962,0.02235,0.0074458,0.0074458,0.0074458
131,5909.91,1.1436,0.95524,0.01458,0.58803,0.62713,0.62808,0.42118,1.2756,1.23761,0.02341,0.007426,0.007426,0.007426
132,5945.42,1.12935,0.9462,0.01462,0.68124,0.48813,0.56855,0.37406,1.25101,1.34957,0.023,0.0074062,0.0074062,0.0074062
133,5981.23,1.11078,0.95248,0.01411,0.7187,0.5378,0.60267,0.42754,1.14487,1.31674,0.02051,0.0073864,0.0073864,0.0073864
134,6017.02,1.13733,0.92822,0.01467,0.77308,0.53458,0.64807,0.45837,1.22127,1.18911,0.02222,0.0073666,0.0073666,0.0073666
135,6052.68,1.12591,0.97419,0.01444,0.5474,0.67015,0.64362,0.44782,1.19279,1.19573,0.02185,0.0073468,0.0073468,0.0073468
136,6088.24,1.12169,0.96351,0.01455,0.67057,0.63314,0.64037,0.45225,1.17338,1.20755,0.02138,0.007327,0.007327,0.007327
137,6124.09,1.13016,0.94467,0.01455,0.72424,0.53973,0.59827,0.40974,1.21387,1.33331,0.02241,0.0073072,0.0073072,0.0073072
138,6159.69,1.12184,0.94548,0.01482,0.63401,0.5465,0.5871,0.39144,1.27404,1.39197,0.02367,0.0072874,0.0072874,0.0072874
139,6195.27,1.11719,0.92093,0.01462,0.65234,0.56056,0.60685,0.41804,1.18663,1.28997,0.02149,0.0072676,0.0072676,0.0072676
140,6231.03,1.12935,0.92438,0.01443,0.68137,0.53395,0.6103,0.42089,1.23803,1.71915,0.02306,0.0072478,0.0072478,0.0072478
141,6266.67,1.13577,0.93726,0.01424,0.67422,0.57555,0.62803,0.45619,1.17652,1.22368,0.02098,0.007228,0.007228,0.007228
142,6302.4,1.13306,0.9407,0.01475,0.78737,0.52761,0.61848,0.42663,1.19075,1.26787,0.02169,0.0072082,0.0072082,0.0072082
143,6338.15,1.13359,0.94146,0.01462,0.79086,0.54675,0.62506,0.42787,1.21121,1.31569,0.02255,0.0071884,0.0071884,0.0071884
144,6373.86,1.11094,0.93957,0.01438,0.66042,0.56427,0.6238,0.42823,1.25804,1.26019,0.02323,0.0071686,0.0071686,0.0071686
145,6409.51,1.10862,0.9101,0.01401,0.73335,0.5417,0.6344,0.43502,1.19409,1.24379,0.02207,0.0071488,0.0071488,0.0071488
146,6445.46,1.09557,0.8937,0.01415,0.79983,0.52403,0.65211,0.457,1.15242,1.17281,0.02078,0.007129,0.007129,0.007129
147,6481.1,1.11356,0.92621,0.01462,0.64848,0.51981,0.5995,0.431,1.19735,1.31585,0.02117,0.0071092,0.0071092,0.0071092
148,6517.05,1.09724,0.90524,0.01387,0.66905,0.53691,0.62966,0.44763,1.14409,1.19626,0.02125,0.0070894,0.0070894,0.0070894
149,6552.72,1.08377,0.90447,0.01401,0.73477,0.5785,0.6429,0.44464,1.17476,1.1499,0.02148,0.0070696,0.0070696,0.0070696
150,6588.55,1.11285,0.92485,0.01479,0.74895,0.51981,0.62693,0.43771,1.1902,1.20118,0.02167,0.0070498,0.0070498,0.0070498
151,6624.37,1.06232,0.89251,0.01347,0.64667,0.63331,0.6571,0.46004,1.19287,1.18294,0.02132,0.00703,0.00703,0.00703
152,6660.08,1.10994,0.94721,0.01419,0.66696,0.55612,0.63995,0.445,1.21286,1.12128,0.02221,0.0070102,0.0070102,0.0070102
153,6695.87,1.08451,0.88369,0.01395,0.8189,0.55355,0.67037,0.49307,1.11836,1.05141,0.02026,0.0069904,0.0069904,0.0069904
154,6731.42,1.09096,0.88815,0.01385,0.6946,0.58781,0.64298,0.4553,1.15638,1.15402,0.02098,0.0069706,0.0069706,0.0069706
155,6767.13,1.08344,0.87278,0.0139,0.73265,0.58474,0.64438,0.44052,1.21367,1.27278,0.02248,0.0069508,0.0069508,0.0069508
156,6803.51,1.09744,0.89585,0.01387,0.79685,0.55721,0.64995,0.45588,1.18197,1.21887,0.02148,0.006931,0.006931,0.006931
157,6839.34,1.08127,0.87647,0.01384,0.63973,0.61676,0.65294,0.48156,1.10195,1.12811,0.01969,0.0069112,0.0069112,0.0069112
158,6875,1.08667,0.902,0.01413,0.61037,0.60037,0.61812,0.4417,1.16949,1.33008,0.02173,0.0068914,0.0068914,0.0068914
159,6911.13,1.09573,0.89513,0.01444,0.63293,0.71081,0.69192,0.50532,1.13492,1.06219,0.02033,0.0068716,0.0068716,0.0068716
160,6946.87,1.07533,0.88226,0.01398,0.77373,0.54694,0.64253,0.45216,1.16432,1.22568,0.02123,0.0068518,0.0068518,0.0068518
161,6982.6,1.06691,0.85138,0.01407,0.70822,0.58197,0.65193,0.46665,1.16608,1.25582,0.02134,0.006832,0.006832,0.006832
162,7018.37,1.0862,0.86187,0.01383,0.64434,0.60527,0.65564,0.48474,1.11491,1.18975,0.01975,0.0068122,0.0068122,0.0068122
163,7053.92,1.08939,0.86934,0.01403,0.72371,0.60147,0.66564,0.47709,1.16486,1.19632,0.02054,0.0067924,0.0067924,0.0067924
164,7089.73,1.064,0.87116,0.01383,0.72485,0.61516,0.66521,0.46576,1.20423,1.14467,0.02226,0.0067726,0.0067726,0.0067726
165,7125.53,1.05404,0.84233,0.01354,0.58587,0.58759,0.62269,0.44683,1.19411,1.23388,0.02199,0.0067528,0.0067528,0.0067528
166,7160.93,1.08238,0.86574,0.01374,0.69098,0.53175,0.62729,0.4544,1.16286,1.26479,0.02085,0.006733,0.006733,0.006733
167,7197.99,1.06045,0.84857,0.01378,0.68634,0.62575,0.65397,0.47112,1.11477,1.11622,0.02006,0.0067132,0.0067132,0.0067132
168,7234.02,1.09772,0.85412,0.01415,0.71478,0.57272,0.63607,0.45649,1.1675,1.11623,0.02129,0.0066934,0.0066934,0.0066934
169,7269.98,1.0441,0.80087,0.01328,0.76063,0.61321,0.6663,0.45179,1.21355,1.22271,0.02178,0.0066736,0.0066736,0.0066736
170,7305.76,1.04145,0.86043,0.0131,0.6411,0.59973,0.65869,0.45524,1.24664,1.23482,0.02289,0.0066538,0.0066538,0.0066538
171,7341.5,1.07067,0.81718,0.0133,0.58393,0.65599,0.63148,0.453,1.17365,1.29456,0.02148,0.006634,0.006634,0.006634
172,7377.2,1.03655,0.83637,0.01289,0.64567,0.60409,0.64872,0.4747,1.17835,1.11259,0.02125,0.0066142,0.0066142,0.0066142
173,7413,1.05263,0.82698,0.01344,0.70682,0.65526,0.67765,0.47919,1.13369,1.15494,0.01974,0.0065944,0.0065944,0.0065944
174,7448.61,1.0653,0.81737,0.01363,0.67768,0.5776,0.67499,0.49458,1.09649,1.11148,0.01919,0.0065746,0.0065746,0.0065746
175,7484.42,1.06288,0.84035,0.01408,0.63937,0.74025,0.71828,0.52143,1.12239,1.02906,0.01969,0.0065548,0.0065548,0.0065548
176,7519.96,1.05623,0.82631,0.01369,0.5635,0.54555,0.58863,0.42053,1.26357,1.28372,0.02348,0.006535,0.006535,0.006535
177,7556.27,1.05547,0.85528,0.01338,0.65846,0.49812,0.58637,0.42119,1.21672,1.25885,0.02273,0.0065152,0.0065152,0.0065152
178,7592.85,1.04552,0.79705,0.01345,0.66976,0.66153,0.69138,0.50526,1.08609,1.08089,0.01922,0.0064954,0.0064954,0.0064954
179,7628.7,1.05715,0.82394,0.01355,0.64672,0.66525,0.69338,0.50929,1.12129,1.10494,0.01952,0.0064756,0.0064756,0.0064756
180,7664.48,1.05255,0.81058,0.01355,0.7052,0.61936,0.67043,0.48831,1.11733,1.10519,0.01988,0.0064558,0.0064558,0.0064558
181,7700.15,1.05244,0.80892,0.0133,0.67207,0.65529,0.65158,0.45483,1.14974,1.22813,0.02066,0.006436,0.006436,0.006436
182,7736.05,1.0356,0.79775,0.01342,0.69756,0.62473,0.67384,0.46013,1.246,1.22111,0.02257,0.0064162,0.0064162,0.0064162
183,7771.65,1.0384,0.81435,0.01346,0.72803,0.6197,0.67851,0.49075,1.14986,1.18345,0.02068,0.0063964,0.0063964,0.0063964
184,7807.54,1.03218,0.79014,0.0131,0.70844,0.59041,0.67807,0.50143,1.13407,1.11072,0.02053,0.0063766,0.0063766,0.0063766
185,7843.23,1.04066,0.81789,0.01332,0.77184,0.6047,0.71295,0.54113,1.05369,1.06042,0.01865,0.0063568,0.0063568,0.0063568
